TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,PACE,PIE,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,EFG_PCT,TS_PCT,TM_TOV_PCT,TEAM_ABBREVIATION,season
1610612764,Washington Wizards,72,25,47,0.347,110.2,114.7,-4.5,103.38,0.473,0.602,1.77,17.6,0.262,0.712,0.478,0.523,0.562,0.136,WAS,2019-20
1610612737,Atlanta Hawks,72,41,31,0.569,114.3,112.1,2.2,98.68,0.511,0.591,1.82,17.6,0.284,0.742,0.516,0.539,0.581,0.133,ATL,2020-21
1610612738,Boston Celtics,72,36,36,0.5,113.1,111.8,1.2,98.94,0.501,0.566,1.67,17.1,0.289,0.737,0.51,0.543,0.574,0.141,BOS,2020-21
1610612751,Brooklyn Nets,72,48,24,0.667,117.3,113.1,4.2,100.27,0.532,0.621,1.98,19.3,0.252,0.726,0.503,0.575,0.61,0.134,BKN,2020-21
1610612766,Charlotte Hornets,72,33,39,0.458,110.1,112.0,-1.9,99.0,0.489,0.672,1.81,19.2,0.276,0.722,0.496,0.532,0.564,0.149,CHA,2020-21
1610612741,Chicago Bulls,72,31,41,0.431,110.4,111.5,-1.1,99.58,0.499,0.635,1.77,19.2,0.267,0.767,0.519,0.547,0.575,0.151,CHI,2020-21
1610612739,Cleveland Cavaliers,72,22,50,0.306,105.2,113.5,-8.3,97.96,0.46,0.618,1.54,17.5,0.28,0.729,0.499,0.508,0.543,0.157,CLE,2020-21
1610612742,Dallas Mavericks,72,42,30,0.583,114.6,112.3,2.3,97.94,0.51,0.557,1.9,17.2,0.253,0.734,0.496,0.55,0.582,0.123,DAL,2020-21
1610612743,Denver Nuggets,72,47,25,0.653,116.3,111.5,4.8,97.74,0.525,0.621,1.99,19.3,0.292,0.751,0.522,0.557,0.588,0.136,DEN,2020-21
1610612765,Detroit Pistons,72,20,52,0.278,107.6,112.2,-4.5,98.19,0.473,0.626,1.62,17.8,0.267,0.725,0.493,0.519,0.556,0.151,DET,2020-21
1610612744,Golden State Warriors,72,39,33,0.542,110.5,109.4,1.1,102.81,0.51,0.67,1.84,19.6,0.222,0.727,0.48,0.551,0.583,0.146,GSW,2020-21
1610612745,Houston Rockets,72,17,55,0.236,107.0,114.4,-7.4,101.69,0.451,0.601,1.6,17.2,0.24,0.723,0.474,0.521,0.553,0.145,HOU,2020-21
1610612754,Indiana Pacers,72,34,38,0.472,111.9,111.9,0.1,102.05,0.502,0.633,2.02,19.2,0.247,0.701,0.476,0.542,0.575,0.131,IND,2020-21
1610612746,LA Clippers,72,47,25,0.653,116.7,110.6,6.1,97.63,0.53,0.584,1.85,18.1,0.27,0.754,0.518,0.564,0.599,0.135,LAC,2020-21
1610612747,Los Angeles Lakers,72,42,30,0.583,109.8,106.8,2.9,98.85,0.517,0.607,1.62,18.0,0.269,0.748,0.511,0.536,0.569,0.152,LAL,2020-21
1610612763,Memphis Grizzlies,72,38,34,0.528,111.7,110.5,1.2,100.77,0.511,0.628,2.03,18.9,0.285,0.736,0.507,0.528,0.56,0.131,MEM,2020-21
1610612748,Miami Heat,72,40,32,0.556,110.6,110.7,-0.1,97.09,0.509,0.671,1.87,19.5,0.24,0.733,0.491,0.546,0.581,0.144,MIA,2020-21
1610612749,Milwaukee Bucks,72,46,26,0.639,116.5,110.7,5.8,102.85,0.533,0.569,1.84,18.0,0.269,0.755,0.519,0.566,0.593,0.134,MIL,2020-21
1610612750,Minnesota Timberwolves,72,23,49,0.319,109.3,114.5,-5.3,101.96,0.469,0.63,1.8,18.0,0.271,0.717,0.484,0.52,0.555,0.139,MIN,2020-21
1610612740,New Orleans Pelicans,72,31,41,0.431,113.0,113.3,-0.3,100.54,0.508,0.612,1.78,18.3,0.302,0.755,0.527,0.537,0.57,0.144,NOP,2020-21
1610612752,New York Knicks,72,41,31,0.569,110.2,107.8,2.4,96.32,0.502,0.543,1.65,16.3,0.264,0.738,0.505,0.524,0.559,0.133,NYK,2020-21
1610612760,Oklahoma City Thunder,72,22,50,0.306,102.8,113.4,-10.6,101.61,0.442,0.568,1.37,16.1,0.254,0.742,0.494,0.509,0.539,0.158,OKC,2020-21
1610612753,Orlando Magic,72,21,51,0.292,104.6,113.9,-9.3,99.17,0.45,0.57,1.7,16.3,0.252,0.744,0.488,0.49,0.527,0.129,ORL,2020-21
1610612755,Philadelphia 76ers,72,49,23,0.681,112.5,107.0,5.5,100.12,0.536,0.572,1.64,17.2,0.277,0.737,0.511,0.541,0.579,0.143,PHI,2020-21
1610612756,Phoenix Suns,72,51,21,0.708,116.3,110.4,5.9,98.0,0.534,0.622,2.15,19.6,0.248,0.741,0.5,0.564,0.597,0.126,PHX,2020-21
1610612757,Portland Trail Blazers,72,42,30,0.583,117.1,115.3,1.8,98.97,0.493,0.515,1.92,15.9,0.273,0.731,0.495,0.54,0.577,0.112,POR,2020-21
1610612758,Sacramento Kings,72,31,41,0.431,112.7,116.5,-3.8,100.71,0.481,0.599,1.91,18.4,0.253,0.713,0.482,0.549,0.578,0.133,SAC,2020-21
1610612759,San Antonio Spurs,72,33,39,0.458,110.5,112.0,-1.5,99.45,0.493,0.584,2.14,17.9,0.243,0.733,0.485,0.517,0.554,0.113,SAS,2020-21
1610612761,Toronto Raptors,72,27,45,0.375,111.6,112.0,-0.4,99.57,0.486,0.607,1.82,17.7,0.256,0.716,0.479,0.529,0.567,0.133,TOR,2020-21
1610612762,Utah Jazz,72,52,20,0.722,116.5,107.5,9.0,99.37,0.542,0.573,1.66,17.3,0.284,0.757,0.529,0.563,0.597,0.142,UTA,2020-21
1610612764,Washington Wizards,72,34,38,0.472,110.7,112.3,-1.6,104.67,0.496,0.59,1.77,17.8,0.25,0.736,0.494,0.531,0.569,0.137,WAS,2020-21
1610612737,Atlanta Hawks,82,43,39,0.524,115.4,113.7,1.6,98.67,0.509,0.593,2.08,18.1,0.269,0.731,0.501,0.543,0.581,0.12,ATL,2021-22
1610612738,Boston Celtics,82,51,31,0.622,113.6,106.2,7.4,97.26,0.547,0.609,1.82,18.2,0.277,0.725,0.509,0.542,0.578,0.139,BOS,2021-22
1610612751,Brooklyn Nets,82,44,38,0.537,113.2,112.3,0.9,99.4,0.512,0.602,1.8,18.3,0.281,0.704,0.499,0.54,0.576,0.141,BKN,2021-22
1610612766,Charlotte Hornets,82,43,39,0.524,113.6,113.1,0.5,100.52,0.504,0.656,2.12,19.6,0.27,0.706,0.486,0.544,0.572,0.131,CHA,2021-22
1610612741,Chicago Bulls,82,46,36,0.561,112.7,113.2,-0.5,98.76,0.496,0.572,1.86,17.8,0.249,0.735,0.495,0.541,0.579,0.13,CHI,2021-22
1610612739,Cleveland Cavaliers,82,44,38,0.537,111.0,108.9,2.1,96.83,0.517,0.634,1.75,18.7,0.277,0.724,0.506,0.538,0.571,0.148,CLE,2021-22
1610612742,Dallas Mavericks,82,52,30,0.634,112.5,109.1,3.5,95.64,0.511,0.595,1.87,17.8,0.256,0.733,0.496,0.538,0.572,0.13,DAL,2021-22
1610612743,Denver Nuggets,82,48,34,0.585,113.8,111.5,2.3,98.41,0.516,0.667,1.92,20.0,0.268,0.752,0.515,0.556,0.59,0.146,DEN,2021-22
1610612765,Detroit Pistons,82,23,59,0.28,105.6,113.3,-7.7,98.81,0.45,0.615,1.65,17.1,0.276,0.707,0.481,0.494,0.533,0.143,DET,2021-22
1610612744,Golden State Warriors,82,53,29,0.646,112.1,106.6,5.5,98.74,0.536,0.669,1.82,19.5,0.269,0.736,0.51,0.552,0.582,0.15,GSW,2021-22
1610612745,Houston Rockets,82,20,62,0.244,108.1,116.4,-8.3,101.16,0.451,0.598,1.43,17.1,0.265,0.71,0.485,0.534,0.565,0.162,HOU,2021-22
1610612754,Indiana Pacers,82,25,57,0.305,111.9,115.5,-3.6,98.55,0.478,0.612,1.76,18.1,0.31,0.725,0.512,0.531,0.564,0.145,IND,2021-22
1610612746,LA Clippers,82,42,40,0.512,109.5,109.5,0.0,98.51,0.502,0.599,1.75,17.7,0.254,0.706,0.486,0.531,0.564,0.139,LAC,2021-22
1610612747,Los Angeles Lakers,82,33,49,0.402,110.0,112.8,-2.9,100.47,0.482,0.576,1.65,17.3,0.256,0.72,0.49,0.537,0.567,0.142,LAL,2021-22
1610612763,Memphis Grizzlies,82,56,26,0.683,114.3,108.9,5.3,100.52,0.53,0.597,1.97,17.9,0.338,0.726,0.526,0.522,0.553,0.13,MEM,2021-22
1610612748,Miami Heat,82,53,29,0.646,113.0,108.4,4.5,96.53,0.529,0.644,1.75,18.8,0.278,0.735,0.51,0.547,0.584,0.149,MIA,2021-22
1610612749,Milwaukee Bucks,82,51,31,0.622,114.3,111.1,3.2,100.59,0.516,0.572,1.78,17.3,0.269,0.747,0.512,0.546,0.58,0.133,MIL,2021-22
1610612750,Minnesota Timberwolves,82,46,36,0.561,113.8,111.0,2.7,101.47,0.504,0.617,1.79,18.1,0.284,0.706,0.49,0.539,0.573,0.141,MIN,2021-22
1610612740,New Orleans Pelicans,82,36,46,0.439,111.2,112.0,-0.8,98.02,0.5,0.621,1.78,18.1,0.306,0.742,0.518,0.517,0.557,0.143,NOP,2021-22
1610612752,New York Knicks,82,37,45,0.451,109.7,110.2,-0.4,96.42,0.491,0.581,1.65,16.4,0.291,0.74,0.512,0.513,0.55,0.137,NYK,2021-22
1610612760,Oklahoma City Thunder,82,24,58,0.293,103.8,111.7,-8.0,99.39,0.451,0.58,1.59,16.4,0.256,0.727,0.487,0.497,0.53,0.14,OKC,2021-22
1610612753,Orlando Magic,82,22,60,0.268,103.9,112.1,-8.1,99.71,0.458,0.62,1.64,17.4,0.249,0.735,0.49,0.503,0.538,0.144,ORL,2021-22
1610612755,Philadelphia 76ers,82,51,31,0.622,113.0,110.2,2.8,96.71,0.517,0.602,1.89,17.9,0.246,0.724,0.49,0.534,0.578,0.129,PHI,2021-22
1610612756,Phoenix Suns,82,64,18,0.78,114.2,106.8,7.5,100.26,0.548,0.627,2.12,19.5,0.264,0.728,0.503,0.549,0.581,0.129,PHX,2021-22
1610612757,Portland Trail Blazers,82,27,55,0.329,107.3,116.3,-9.1,98.74,0.447,0.595,1.58,17.0,0.268,0.721,0.487,0.515,0.55,0.146,POR,2021-22
1610612758,Sacramento Kings,82,30,52,0.366,109.6,114.8,-5.2,100.1,0.473,0.585,1.68,17.3,0.259,0.714,0.484,0.525,0.561,0.14,SAC,2021-22
1610612759,San Antonio Spurs,82,34,48,0.415,111.9,111.7,0.2,100.51,0.51,0.646,2.19,19.5,0.281,0.711,0.494,0.527,0.556,0.126,SAS,2021-22
1610612761,Toronto Raptors,82,48,34,0.585,112.1,109.9,2.2,96.63,0.494,0.543,1.77,16.1,0.325,0.714,0.508,0.51,0.543,0.128,TOR,2021-22
1610612762,Utah Jazz,82,49,33,0.598,116.2,110.0,6.2,97.5,0.528,0.552,1.6,16.7,0.3,0.738,0.525,0.555,0.589,0.143,UTA,2021-22
1610612764,Washington Wizards,82,35,47,0.427,110.2,113.6,-3.4,97.8,0.496,0.617,1.91,18.5,0.247,0.731,0.494,0.532,0.568,0.133,WAS,2021-22
1610612737,Atlanta Hawks,82,41,41,0.5,115.5,115.4,0.1,101.56,0.5,0.56,1.93,17.6,0.289,0.717,0.5,0.541,0.579,0.126,ATL,2022-23
1610612738,Boston Celtics,82,57,25,0.695,117.3,110.6,6.7,99.15,0.534,0.632,2.0,19.1,0.255,0.746,0.506,0.566,0.6,0.133,BOS,2022-23
1610612751,Brooklyn Nets,82,45,37,0.549,114.6,113.5,1.1,98.77,0.51,0.616,1.86,18.9,0.234,0.689,0.472,0.562,0.598,0.139,BKN,2022-23
1610612766,Charlotte Hornets,82,27,55,0.329,108.4,114.7,-6.3,101.47,0.473,0.609,1.77,17.8,0.276,0.717,0.491,0.516,0.551,0.139,CHA,2022-23
1610612741,Chicago Bulls,82,40,42,0.488,112.8,111.5,1.3,99.18,0.512,0.575,1.83,18.1,0.236,0.736,0.493,0.55,0.587,0.133,CHI,2022-23
1610612739,Cleveland Cavaliers,82,51,31,0.622,115.5,109.9,5.6,96.27,0.531,0.6,1.87,18.6,0.273,0.715,0.496,0.556,0.59,0.137,CLE,2022-23
1610612742,Dallas Mavericks,82,38,44,0.463,115.9,116.1,-0.2,97.21,0.487,0.573,1.88,17.4,0.226,0.717,0.471,0.565,0.599,0.124,DAL,2022-23
1610612743,Denver Nuggets,82,53,29,0.646,116.8,113.5,3.3,98.74,0.525,0.663,1.99,20.5,0.289,0.727,0.514,0.573,0.601,0.147,DEN,2022-23
1610612765,Detroit Pistons,82,17,65,0.207,109.9,117.8,-7.9,99.88,0.449,0.581,1.52,16.7,0.292,0.702,0.491,0.52,0.561,0.15,DET,2022-23
1610612744,Golden State Warriors,82,44,38,0.537,115.1,113.4,1.7,102.54,0.51,0.691,1.83,20.4,0.277,0.719,0.502,0.571,0.6,0.158,GSW,2022-23
1610612745,Houston Rockets,82,22,60,0.268,110.5,118.6,-8.1,99.74,0.457,0.551,1.38,16.0,0.344,0.729,0.53,0.516,0.554,0.162,HOU,2022-23
1610612754,Indiana Pacers,82,35,47,0.427,113.8,117.1,-3.3,101.68,0.482,0.643,1.81,18.9,0.285,0.685,0.482,0.545,0.581,0.146,IND,2022-23
1610612746,LA Clippers,82,44,38,0.537,114.0,113.6,0.5,98.84,0.498,0.581,1.68,17.5,0.273,0.731,0.505,0.551,0.588,0.143,LAC,2022-23
1610612747,Los Angeles Lakers,82,43,39,0.524,113.9,113.2,0.7,101.92,0.511,0.589,1.8,17.9,0.269,0.727,0.505,0.542,0.582,0.137,LAL,2022-23
1610612763,Memphis Grizzlies,82,51,31,0.622,114.7,110.7,4.0,101.5,0.519,0.596,1.91,18.2,0.302,0.711,0.507,0.54,0.57,0.133,MEM,2022-23
1610612748,Miami Heat,82,44,38,0.537,112.3,112.8,-0.5,96.76,0.496,0.608,1.77,17.8,0.274,0.733,0.498,0.53,0.574,0.138,MIA,2022-23
1610612749,Milwaukee Bucks,82,58,24,0.707,114.3,110.9,3.4,101.45,0.523,0.604,1.76,18.1,0.284,0.745,0.521,0.555,0.583,0.143,MIL,2022-23
1610612750,Minnesota Timberwolves,82,42,40,0.512,113.3,113.1,0.2,101.55,0.503,0.61,1.71,18.6,0.258,0.703,0.485,0.56,0.592,0.15,MIN,2022-23
1610612740,New Orleans Pelicans,82,42,40,0.512,113.8,112.0,1.9,99.58,0.514,0.616,1.77,18.5,0.29,0.732,0.512,0.543,0.582,0.145,NOP,2022-23
1610612752,New York Knicks,82,47,35,0.573,117.0,114.2,2.8,97.75,0.509,0.546,1.77,16.6,0.318,0.727,0.521,0.541,0.577,0.131,NYK,2022-23
1610612760,Oklahoma City Thunder,82,40,42,0.488,114.2,113.2,1.0,101.94,0.498,0.567,1.87,17.2,0.289,0.693,0.487,0.531,0.57,0.127,OKC,2022-23
1610612753,Orlando Magic,82,34,48,0.415,111.3,113.7,-2.3,99.66,0.485,0.574,1.54,17.0,0.281,0.73,0.505,0.532,0.573,0.151,ORL,2022-23
1610612755,Philadelphia 76ers,82,54,28,0.659,117.0,112.7,4.4,97.44,0.524,0.616,1.84,18.6,0.258,0.721,0.496,0.563,0.608,0.139,PHI,2022-23
1610612756,Phoenix Suns,82,45,37,0.549,114.5,112.3,2.2,98.83,0.514,0.647,2.01,19.3,0.307,0.714,0.508,0.535,0.57,0.136,PHX,2022-23
1610612757,Portland Trail Blazers,82,33,49,0.402,114.0,118.0,-4.0,99.25,0.474,0.597,1.67,17.8,0.264,0.709,0.486,0.549,0.589,0.145,POR,2022-23
1610612758,Sacramento Kings,82,48,34,0.585,118.6,116.0,2.6,100.99,0.511,0.626,2.02,19.3,0.265,0.731,0.499,0.572,0.608,0.133,SAC,2022-23
1610612759,San Antonio Spurs,82,22,60,0.268,109.7,119.6,-9.9,102.07,0.452,0.632,1.78,18.7,0.299,0.709,0.495,0.525,0.554,0.148,SAS,2022-23
1610612761,Toronto Raptors,82,41,41,0.5,114.6,113.1,1.5,97.85,0.496,0.571,2.05,17.2,0.316,0.721,0.502,0.517,0.555,0.118,TOR,2022-23
1610612762,Utah Jazz,82,37,45,0.451,115.3,116.0,-0.7,101.02,0.498,0.611,1.69,18.2,0.308,0.711,0.512,0.547,0.584,0.151,UTA,2022-23
1610612764,Washington Wizards,82,35,47,0.427,113.7,114.9,-1.2,99.16,0.504,0.603,1.8,18.5,0.273,0.724,0.505,0.55,0.585,0.142,WAS,2022-23
1610612737,Atlanta Hawks,82,36,46,0.439,116.4,118.4,-2.0,100.84,0.482,0.618,1.96,18.4,0.308,0.717,0.504,0.539,0.576,0.133,ATL,2023-24
1610612738,Boston Celtics,82,64,18,0.78,122.2,110.6,11.7,97.98,0.555,0.613,2.25,19.3,0.287,0.726,0.515,0.578,0.609,0.121,BOS,2023-24
1610612751,Brooklyn Nets,82,32,50,0.39,112.4,115.4,-2.9,97.56,0.483,0.63,1.95,18.6,0.289,0.715,0.497,0.531,0.561,0.134,BKN,2023-24
1610612766,Charlotte Hornets,82,21,61,0.256,108.6,119.2,-10.6,97.81,0.447,0.62,1.8,18.4,0.253,0.709,0.475,0.529,0.56,0.14,CHA,2023-24
1610612741,Chicago Bulls,82,39,43,0.476,114.0,115.7,-1.7,96.94,0.493,0.594,2.04,18.2,0.291,0.717,0.501,0.534,0.568,0.124,CHI,2023-24
1610612739,Cleveland Cavaliers,82,48,34,0.585,114.7,112.1,2.5,97.62,0.519,0.671,2.07,20.2,0.274,0.721,0.501,0.557,0.586,0.138,CLE,2023-24
1610612742,Dallas Mavericks,82,50,32,0.61,117.0,114.9,2.1,100.6,0.506,0.596,2.05,18.5,0.257,0.711,0.485,0.562,0.592,0.124,DAL,2023-24
1610612743,Denver Nuggets,82,57,25,0.695,117.8,112.3,5.5,97.43,0.533,0.669,2.33,20.9,0.3,0.718,0.515,0.562,0.589,0.13,DEN,2023-24
1610612765,Detroit Pistons,82,14,68,0.171,109.0,118.0,-9.0,100.45,0.449,0.623,1.67,18.2,0.277,0.73,0.499,0.526,0.562,0.151,DET,2023-24
1610612744,Golden State Warriors,82,46,36,0.561,116.9,114.5,2.4,99.91,0.512,0.671,2.05,20.1,0.315,0.725,0.521,0.557,0.586,0.142,GSW,2023-24
1610612745,Houston Rockets,82,41,41,0.5,113.7,112.8,0.9,99.59,0.501,0.594,1.95,17.7,0.294,0.722,0.504,0.529,0.565,0.127,HOU,2023-24
1610612754,Indiana Pacers,82,47,35,0.573,120.5,117.6,2.9,102.16,0.517,0.654,2.38,21.0,0.284,0.7,0.492,0.578,0.606,0.126,IND,2023-24
1610612746,LA Clippers,82,51,31,0.622,117.9,114.6,3.4,97.93,0.52,0.604,1.95,18.7,0.283,0.705,0.502,0.561,0.599,0.134,LAC,2023-24
1610612747,Los Angeles Lakers,82,47,35,0.573,115.4,114.8,0.6,101.38,0.518,0.654,2.04,20.1,0.244,0.725,0.496,0.566,0.601,0.137,LAL,2023-24
1610612763,Memphis Grizzlies,82,27,55,0.329,106.8,113.7,-6.9,98.68,0.458,0.644,1.64,17.9,0.287,0.706,0.488,0.509,0.543,0.152,MEM,2023-24
1610612748,Miami Heat,82,46,36,0.561,113.3,111.5,1.8,96.88,0.509,0.648,2.04,19.1,0.261,0.734,0.498,0.538,0.578,0.13,MIA,2023-24
1610612749,Milwaukee Bucks,82,49,33,0.598,117.6,115.0,2.6,100.51,0.511,0.615,2.05,19.0,0.255,0.731,0.499,0.568,0.601,0.128,MIL,2023-24
1610612750,Minnesota Timberwolves,82,56,26,0.683,114.6,108.4,6.3,97.79,0.543,0.646,1.88,19.3,0.275,0.725,0.508,0.559,0.594,0.144,MIN,2023-24
1610612740,New Orleans Pelicans,82,49,33,0.598,116.5,111.9,4.6,98.7,0.524,0.634,2.07,19.4,0.278,0.725,0.505,0.558,0.591,0.132,NOP,2023-24
1610612752,New York Knicks,82,50,32,0.61,117.3,112.4,4.9,95.96,0.515,0.59,1.84,17.8,0.333,0.729,0.527,0.54,0.574,0.138,NYK,2023-24
1610612760,Oklahoma City Thunder,82,57,25,0.695,118.3,111.0,7.3,100.85,0.538,0.609,2.14,19.4,0.25,0.698,0.484,0.573,0.608,0.125,OKC,2023-24
1610612753,Orlando Magic,82,47,35,0.573,112.9,110.8,2.2,97.37,0.513,0.61,1.68,18.1,0.297,0.737,0.515,0.541,0.577,0.15,ORL,2023-24
1610612755,Philadelphia 76ers,82,47,35,0.573,116.2,113.0,3.1,98.17,0.506,0.6,2.07,18.0,0.292,0.701,0.493,0.532,0.574,0.122,PHI,2023-24
1610612756,Phoenix Suns,82,49,33,0.598,116.8,113.7,3.1,99.0,0.527,0.637,1.82,19.4,0.292,0.714,0.514,0.565,0.603,0.15,PHX,2023-24
1610612757,Portland Trail Blazers,82,21,61,0.256,107.6,116.6,-9.0,97.88,0.434,0.587,1.52,16.7,0.32,0.697,0.498,0.503,0.539,0.154,POR,2023-24
1610612758,Sacramento Kings,82,46,36,0.561,116.2,114.4,1.8,99.46,0.5,0.654,2.16,19.9,0.285,0.744,0.507,0.556,0.582,0.131,SAC,2023-24
1610612759,San Antonio Spurs,82,22,60,0.268,109.3,115.6,-6.4,101.8,0.48,0.712,1.97,20.5,0.269,0.721,0.492,0.532,0.563,0.148,SAS,2023-24
1610612761,Toronto Raptors,82,25,57,0.305,111.8,118.1,-6.3,99.91,0.474,0.674,2.04,19.9,0.281,0.694,0.484,0.535,0.566,0.139,TOR,2023-24
1610612762,Utah Jazz,82,31,51,0.378,114.5,119.6,-5.1,100.26,0.478,0.648,1.74,18.9,0.325,0.717,0.521,0.539,0.579,0.155,UTA,2023-24
1610612764,Washington Wizards,82,15,67,0.183,110.2,118.9,-8.7,103.07,0.454,0.65,2.0,19.5,0.24,0.683,0.459,0.538,0.567,0.136,WAS,2023-24
1610612737,Atlanta Hawks,82,40,42,0.488,113.7,114.8,-1.1,103.41,0.498,0.682,1.91,19.9,0.3,0.715,0.503,0.546,0.579,0.149,ATL,2024-25
1610612738,Boston Celtics,82,61,21,0.744,119.5,110.1,9.4,96.59,0.542,0.628,2.2,19.0,0.291,0.717,0.506,0.561,0.591,0.122,BOS,2024-25
1610612751,Brooklyn Nets,82,26,56,0.317,108.1,115.4,-7.3,96.73,0.452,0.669,1.66,18.4,0.294,0.699,0.487,0.516,0.552,0.156,BKN,2024-25
1610612766,Charlotte Hornets,82,19,63,0.232,106.7,115.7,-9.1,98.22,0.45,0.635,1.57,17.5,0.308,0.705,0.5,0.503,0.537,0.157,CHA,2024-25
1610612741,Chicago Bulls,82,39,43,0.476,113.2,114.8,-1.6,103.61,0.495,0.673,1.98,19.9,0.26,0.722,0.496,0.553,0.585,0.141,CHI,2024-25
1610612739,Cleveland Cavaliers,82,64,18,0.78,121.0,111.8,9.2,100.31,0.546,0.631,2.13,19.6,0.296,0.7,0.505,0.578,0.607,0.131,CLE,2024-25
1610612742,Dallas Mavericks,82,39,43,0.476,113.7,115.0,-1.3,100.15,0.496,0.601,1.8,18.2,0.271,0.694,0.488,0.549,0.583,0.14,DAL,2024-25
1610612743,Denver Nuggets,82,50,32,0.61,118.9,115.1,3.8,100.67,0.529,0.683,2.17,21.1,0.311,0.709,0.52,0.573,0.604,0.14,DEN,2024-25
1610612765,Detroit Pistons,82,44,38,0.537,114.6,112.5,2.1,100.27,0.509,0.618,1.78,18.6,0.305,0.714,0.511,0.547,0.58,0.147,DET,2024-25
1610612744,Golden State Warriors,82,48,34,0.585,114.2,111.0,3.2,99.37,0.515,0.714,2.07,20.1,0.314,0.716,0.509,0.536,0.568,0.141,GSW,2024-25
1610612745,Houston Rockets,82,52,30,0.634,114.9,110.3,4.6,99.03,0.515,0.549,1.68,16.4,0.363,0.715,0.533,0.523,0.553,0.14,HOU,2024-25
1610612754,Indiana Pacers,82,50,32,0.61,115.4,113.3,2.1,100.76,0.521,0.671,2.22,20.5,0.254,0.705,0.483,0.562,0.594,0.13,IND,2024-25
1610612746,LA Clippers,82,50,32,0.61,114.3,109.4,4.9,98.24,0.521,0.605,1.69,18.4,0.282,0.734,0.512,0.554,0.589,0.151,LAC,2024-25
1610612747,Los Angeles Lakers,82,50,32,0.61,115.0,113.8,1.2,98.34,0.511,0.635,1.86,18.9,0.273,0.702,0.495,0.557,0.593,0.142,LAL,2024-25
1610612763,Memphis Grizzlies,82,48,34,0.585,117.2,112.6,4.7,103.69,0.524,0.635,1.81,19.1,0.33,0.702,0.518,0.554,0.588,0.151,MEM,2024-25
1610612748,Miami Heat,82,37,45,0.451,112.4,112.0,0.4,97.08,0.505,0.653,1.94,19.2,0.263,0.724,0.496,0.544,0.576,0.138,MIA,2024-25
1610612749,Milwaukee Bucks,82,48,34,0.585,115.1,112.7,2.4,99.92,0.513,0.607,1.91,18.7,0.235,0.725,0.491,0.568,0.598,0.133,MIL,2024-25
1610612750,Minnesota Timberwolves,82,49,33,0.598,115.7,110.8,5.0,97.95,0.524,0.637,1.81,18.7,0.3,0.709,0.507,0.554,0.588,0.146,MIN,2024-25
1610612740,New Orleans Pelicans,82,21,61,0.256,109.7,119.1,-9.4,99.77,0.455,0.636,1.76,18.3,0.303,0.682,0.487,0.519,0.552,0.146,NOP,2024-25
1610612752,New York Knicks,82,51,31,0.622,117.3,113.3,4.0,97.64,0.527,0.634,2.07,19.6,0.305,0.71,0.508,0.556,0.589,0.134,NYK,2024-25
1610612760,Oklahoma City Thunder,82,68,14,0.829,119.2,106.6,12.7,100.9,0.562,0.602,2.29,18.9,0.281,0.704,0.496,0.56,0.593,0.116,OKC,2024-25
1610612753,Orlando Magic,82,41,41,0.5,108.9,109.1,-0.2,96.51,0.497,0.603,1.62,17.1,0.302,0.72,0.501,0.51,0.55,0.147,ORL,2024-25
1610612755,Philadelphia 76ers,82,24,58,0.293,111.0,117.3,-6.3,98.13,0.459,0.584,1.7,17.1,0.279,0.678,0.471,0.527,0.563,0.138,PHI,2024-25
1610612756,Phoenix Suns,82,36,46,0.439,114.7,117.7,-3.0,98.31,0.495,0.673,1.97,20.0,0.264,0.709,0.493,0.561,0.595,0.142,PHX,2024-25
1610612757,Portland Trail Blazers,82,36,46,0.439,111.0,113.7,-2.7,99.51,0.473,0.587,1.49,16.9,0.332,0.682,0.501,0.521,0.555,0.16,POR,2024-25
1610612758,Sacramento Kings,82,40,42,0.488,115.9,115.3,0.6,98.91,0.502,0.615,1.99,18.8,0.294,0.728,0.51,0.548,0.582,0.133,SAC,2024-25
1610612759,San Antonio Spurs,82,34,48,0.415,113.5,116.3,-2.8,100.08,0.493,0.685,2.06,20.1,0.278,0.69,0.485,0.544,0.575,0.138,SAS,2024-25
1610612761,Toronto Raptors,82,30,52,0.366,109.6,113.6,-4.1,100.62,0.477,0.685,1.86,19.6,0.311,0.696,0.5,0.522,0.553,0.152,TOR,2024-25
1610612762,Utah Jazz,82,17,65,0.207,110.2,119.4,-9.2,100.85,0.45,0.633,1.48,17.9,0.311,0.705,0.508,0.533,0.568,0.17,UTA,2024-25
1610612764,Washington Wizards,82,18,64,0.22,105.8,118.0,-12.2,101.82,0.437,0.637,1.61,17.8,0.272,0.685,0.476,0.512,0.546,0.152,WAS,2024-25
