player_id,player_name,season,trade_date,team_from,team_to,pre_games,post_games,shift_bucket,pre_min,pre_pts,pre_reb,pre_ast,pre_stl,pre_blk,pre_tov,pre_fg_pct,pre_fg3_pct,pre_ft_pct,pre_ts_pct,pre_usg_rate,pre_plus_minus,pre_pts_per_min,pre_ast_per_min,pre_reb_per_min,pre_tov_per_min,team_from_off_rating,team_to_off_rating,team_from_def_rating,team_to_def_rating,team_from_net_rating,team_to_net_rating,team_from_pace,team_to_pace,team_from_ts_pct,team_to_ts_pct,team_from_efg_pct,team_to_efg_pct,team_from_ast_pct,team_to_ast_pct,team_from_tm_tov_pct,team_to_tm_tov_pct,team_from_reb_pct,team_to_reb_pct,delta_team_off_rating,delta_team_def_rating,delta_team_net_rating,delta_team_pace,delta_team_ts_pct,delta_team_efg_pct,delta_team_ast_pct,delta_team_tm_tov_pct,delta_team_reb_pct,shift_magnitude,delta_pts,delta_ts_pct,delta_usg_rate,post_pts,post_ts_pct,post_usg_rate
1627734,Domantas Sabonis,2021-22,2022-02-08,IND,SAC,47,15,small_shift,34.7234,18.8936,12.0638,5.0213,0.9787,0.4681,3.0426,0.5737,0.2715,0.716,0.6486,123.4846,0.234,0.5441,0.1446,0.3474,0.0876,111.9,109.6,115.5,114.8,-3.6,-5.2,98.55,100.1,0.564,0.561,0.531,0.525,0.612,0.585,0.145,0.14,0.512,0.484,-2.3000000000000114,-0.7000000000000028,-1.6,1.5499999999999972,-0.0029999999999998916,-0.006000000000000005,-0.027000000000000024,-0.004999999999999977,-0.028000000000000025,1.658038634093455,-0.027,-0.0454,12.2974,18.8667,0.6033,135.782
203468,CJ McCollum,2021-22,2022-02-08,POR,NOP,36,26,small_shift,35.1944,20.5278,4.25,4.5278,1.0,0.5833,1.9444,0.4354,0.3678,0.4656,0.5317,146.743,-3.1389,0.5833,0.1287,0.1208,0.0552,107.3,111.2,116.3,112.0,-9.1,-0.8,98.74,98.02,0.55,0.557,0.515,0.517,0.595,0.621,0.146,0.143,0.487,0.518,3.9000000000000057,-4.299999999999997,8.299999999999999,-0.7199999999999989,0.007000000000000006,0.0020000000000000018,0.026000000000000023,-0.0030000000000000027,0.031000000000000028,1.3247181954198943,3.7415,0.0484,21.207,24.2692,0.5801,167.9501
1628401,Derrick White,2021-22,2022-02-10,SAS,BOS,49,26,medium_shift,30.3673,14.4082,3.5306,5.5918,1.0,0.8571,1.7755,0.4156,0.287,0.7233,0.5512,116.7273,0.6531,0.4745,0.1841,0.1163,0.0585,111.9,113.6,111.7,106.2,0.2,7.4,100.51,97.26,0.556,0.578,0.527,0.542,0.646,0.609,0.126,0.139,0.494,0.509,1.6999999999999886,-5.5,7.2,-3.25,0.02199999999999991,0.015000000000000013,-0.03700000000000003,0.013000000000000012,0.015000000000000013,1.8658393982220727,-3.4082,-0.0075,-14.9167,11.0,0.5437,101.8106
203496,Robert Covington,2021-22,2022-02-08,POR,LAC,48,22,small_shift,29.7917,7.6042,5.7083,1.4167,1.5417,1.3125,1.2083,0.365,0.3154,0.2656,0.5187,69.6621,-0.8125,0.2552,0.0476,0.1916,0.0406,107.3,109.5,116.3,109.5,-9.1,0.0,98.74,98.51,0.55,0.564,0.515,0.531,0.595,0.599,0.146,0.139,0.487,0.486,2.200000000000003,-6.799999999999997,9.1,-0.22999999999998977,0.013999999999999901,0.016000000000000014,0.0040000000000000036,-0.0069999999999999785,-0.0010000000000000009,1.6462176780877504,2.6686,0.1514,22.7764,10.2727,0.6701,92.4385
1628404,Josh Hart,2021-22,2022-02-08,NOP,POR,41,13,large_shift,33.4878,13.3659,7.7561,4.0976,1.0976,0.2683,1.9756,0.5189,0.3035,0.6152,0.6038,95.3641,-3.0244,0.3991,0.1224,0.2316,0.059,111.2,107.3,112.0,116.3,-0.8,-9.1,98.02,98.74,0.557,0.55,0.517,0.515,0.621,0.595,0.143,0.146,0.518,0.487,-3.9000000000000057,4.299999999999997,-8.299999999999999,0.7199999999999989,-0.007000000000000006,-0.0020000000000000018,-0.026000000000000023,0.0030000000000000027,-0.031000000000000028,2.637627459047969,6.5572,0.0185,45.1576,19.9231,0.6224,140.5217
1627747,Caris LeVert,2021-22,2022-02-06,IND,CLE,39,19,medium_shift,31.1538,18.6667,3.8462,4.4359,0.8974,0.4615,1.9231,0.4493,0.3184,0.5813,0.5304,152.5808,-0.4872,0.5992,0.1424,0.1235,0.0617,111.9,111.0,115.5,108.9,-3.6,2.1,98.55,96.83,0.564,0.571,0.531,0.538,0.612,0.634,0.145,0.148,0.512,0.506,-0.9000000000000057,-6.599999999999994,5.7,-1.7199999999999989,0.007000000000000006,0.007000000000000006,0.02200000000000002,0.0030000000000000027,-0.006000000000000005,2.0838495521904354,-5.0877,-0.0199,-27.6993,13.5789,0.5105,124.8815
203552,Seth Curry,2021-22,2022-02-10,PHI,BKN,45,19,medium_shift,34.8222,15.0222,3.3556,4.0222,0.8,0.2444,1.8667,0.4734,0.4149,0.5019,0.6034,102.0088,2.5556,0.4314,0.1155,0.0964,0.0536,113.0,113.2,110.2,112.3,2.8,0.9,96.71,99.4,0.578,0.576,0.534,0.54,0.602,0.602,0.129,0.141,0.49,0.499,0.20000000000000284,2.0999999999999943,-1.9,2.690000000000012,-0.0020000000000000018,0.006000000000000005,0.0,0.011999999999999983,0.009000000000000008,1.885152232143367,-0.0749,0.0413,2.4231,14.9474,0.6448,104.4319
204001,Kristaps Porzingis,2021-22,2022-02-10,DAL,WAS,34,17,large_shift,29.4706,19.2353,7.6765,2.0294,0.7353,1.7353,1.5588,0.4467,0.2569,0.8164,0.5611,159.2298,1.4412,0.6527,0.0689,0.2605,0.0529,112.5,110.2,109.1,113.6,3.5,-3.4,95.64,97.8,0.572,0.568,0.538,0.532,0.595,0.617,0.13,0.133,0.496,0.494,-2.299999999999997,4.5,-6.9,2.1599999999999966,-0.0040000000000000036,-0.006000000000000005,0.02200000000000002,0.0030000000000000027,-0.0020000000000000018,2.679699107487044,2.8824,0.0453,14.6792,22.1176,0.6064,173.909
203915,Spencer Dinwiddie,2021-22,2022-02-10,WAS,DAL,44,23,small_shift,30.1818,12.6364,4.7045,5.8182,0.6136,0.1591,1.6591,0.351,0.2624,0.6173,0.501,116.0322,-2.3636,0.4187,0.1928,0.1559,0.055,110.2,112.5,113.6,109.1,-3.4,3.5,97.8,95.64,0.568,0.572,0.532,0.538,0.617,0.595,0.133,0.13,0.494,0.496,2.299999999999997,-4.5,6.9,-2.1599999999999966,0.0040000000000000036,0.006000000000000005,-0.02200000000000002,-0.0030000000000000027,0.0020000000000000018,1.2869190698481365,3.1462,0.1228,8.4562,15.7826,0.6238,124.4884
203932,Aaron Gordon,2020-21,2021-03-25,ORL,DEN,25,25,large_shift,29.48,14.56,6.64,4.2,0.64,0.8,2.68,0.4254,0.3711,0.5686,0.5366,133.3839,-1.4,0.4939,0.1425,0.2252,0.0909,104.6,116.3,113.9,111.5,-9.3,4.8,99.17,97.74,0.527,0.588,0.49,0.557,0.57,0.621,0.129,0.136,0.488,0.522,11.700000000000003,-2.4000000000000057,14.100000000000001,-1.4300000000000068,0.06099999999999994,0.06700000000000006,0.051000000000000045,0.007000000000000006,0.03400000000000003,3.507093068967578,-4.4,0.027,-36.917,10.16,0.5635,96.4669
202696,Nikola Vucevic,2020-21,2021-03-25,ORL,CHI,44,26,large_shift,34.0682,24.5455,11.75,3.7955,0.9545,0.6364,1.8864,0.4785,0.4223,0.6452,0.5646,167.8077,-6.3182,0.7205,0.1114,0.3449,0.0554,104.6,110.4,113.9,111.5,-9.3,-1.1,99.17,99.58,0.527,0.575,0.49,0.547,0.57,0.635,0.129,0.151,0.488,0.519,5.800000000000011,-2.4000000000000057,8.200000000000001,0.4099999999999966,0.04799999999999993,0.05700000000000005,0.06500000000000006,0.021999999999999992,0.031000000000000028,2.595101488943148,-3.0455,-0.0147,-10.9534,21.5,0.5499,156.8543
203095,Evan Fournier,2020-21,2021-03-25,ORL,BOS,26,16,medium_shift,30.2308,19.6538,2.8846,3.6538,1.0385,0.3462,2.0769,0.4568,0.3699,0.7836,0.6038,146.9048,-3.0385,0.6501,0.1209,0.0954,0.0687,104.6,113.1,113.9,111.8,-9.3,1.2,99.17,98.94,0.527,0.574,0.49,0.543,0.57,0.566,0.129,0.141,0.488,0.51,8.5,-2.1000000000000085,10.5,-0.23000000000000398,0.04699999999999993,0.05300000000000005,-0.0040000000000000036,0.011999999999999983,0.02200000000000002,2.119480239891141,-6.6538,-0.0201,-46.0074,13.0,0.5837,100.8974
200765,Rajon Rondo,2020-21,2021-03-25,ATL,LAC,27,18,small_shift,14.9259,3.9259,2.037,3.5185,0.7037,0.0741,1.4444,0.4106,0.2741,0.0185,0.478,90.4525,-1.8148,0.263,0.2357,0.1365,0.0968,114.3,116.7,112.1,110.6,2.2,6.1,98.68,97.63,0.581,0.599,0.539,0.564,0.591,0.584,0.133,0.135,0.516,0.518,2.4000000000000057,-1.5,3.8999999999999995,-1.0500000000000114,0.018000000000000016,0.02499999999999991,-0.007000000000000006,0.0020000000000000018,0.0020000000000000018,0.4824365938302284,3.6296,0.1313,11.3705,7.5556,0.6093,101.823
